Latitude,Longitude,Temperature (°C),Rainfall (mm),Soil Quality,Crop Suitability,Historical Yield Trend
12.84,80.55,27,63,High,Rice,No Data
14.32,76.43,37,140,Low,Groundnut,No Data
11.34,82,40,111,Medium,Rice,High
17.01,79.52,32,96,High,Rice,Low
15.53,81.42,,78,Low,Cotton,No Data
11.34,84.79,27,,Medium,,No Data
19.06,77.53,38,117,Low,Peas,Low
14.6,78.42,38,14,Low,Maize,High
19.66,75.19,32,35,High,None,No Data
11.86,82.1,36,111,Medium,Groundnut,High
12.63,75.75,31,98,Medium,Rice,High
18.35,75.67,25,26,Medium,Maize,Low
12.12,80.92,26,120,Low,Cotton,Low
12.54,82.52,29,90,Low,Rice,High
17.74,79.98,31,,Low,None,No Data
17.07,79.13,31,,High,Peas,No Data
15.84,76.34,27,21,Low,,Low
10.84,82.53,29,145,Medium,Rice,Average
14.52,76.79,29,66,Medium,Barley,Average
12.68,81.2,37,111,High,Cotton,No Data
19.11,83.03,35,,Medium,None,High
19.79,77.01,36,100,Low,Groundnut,Low
10.38,81.42,,,Medium,,Low
10.19,79.27,32,109,Low,None,Low
18.89,84.18,34,,Medium,Rice,No Data
12.31,81.93,,128,Medium,Barley,High
16.64,81.25,40,25,High,None,No Data
16.66,78.37,34,,Low,Wheat,No Data
17.82,81.7,,101,Medium,Wheat,High
10.89,79.77,30,138,High,Cotton,Average
13.74,77.69,30,149,Low,Cotton,High
10.48,80.26,28,79,Medium,Groundnut,Average
12.11,79.69,36,,Medium,,No Data
17.37,78.85,,111,High,Groundnut,Low
11.78,79.16,39,33,High,Wheat,High
12.22,79.68,33,68,Low,Cotton,Low
16.28,76.19,35,27,High,None,Low
12.82,80.12,28,103,High,Rice,High
19.11,81.46,26,13,Low,Peas,Low
11.81,84.13,31,118,Medium,Maize,Low
16.33,79.04,40,,High,,High
12.87,80.91,33,6,Low,,High
11.1,77.9,37,120,High,,Low
10.4,75.1,,77,Low,,High
10.13,83.23,37,19,Medium,Wheat,Average
15.29,76.41,,60,Medium,Rice,No Data
19.1,81.79,40,139,Medium,Rice,No Data
19.39,79.22,30,60,High,Maize,Average
16.34,83.19,33,69,Low,Groundnut,Average
15.36,75.24,27,,Low,,Average
15.88,80.25,33,98,High,Rice,Low
13.38,83.32,29,30,High,None,High
16.81,77.09,39,88,Low,,No Data
10.35,79.76,,,Medium,Barley,No Data
12.26,78.68,,,High,Peas,Average
18.76,83.76,35,10,Medium,Rice,High
10.43,77.42,40,86,Medium,Wheat,Average
19.98,83.54,,87,Medium,Rice,Average
12.59,75.98,28,,Low,Maize,Low
14.22,81.63,37,35,Medium,,High
17.19,81.1,,,Low,Wheat,No Data
13.53,76.64,31,79,Medium,Maize,Low
11.22,83.13,,3,High,Wheat,No Data
17.78,76.31,31,139,High,Maize,Average
18.52,81.33,,143,Medium,Groundnut,Low
16.64,78.71,39,74,Low,Maize,Low
18.07,81.63,26,60,High,,Average
17.28,78.26,40,11,High,Groundnut,No Data
10.71,81.37,26,8,Medium,Rice,Average
17.2,83.61,40,82,Low,Barley,Average
19.73,82.68,28,109,High,Cotton,Average
10.12,78.05,38,126,High,,High
18.25,80.27,,101,Low,Wheat,No Data
12,79.29,34,6,Medium,Barley,Low
11.72,80.34,,12,Medium,Maize,High
10.3,82.48,38,34,Low,Wheat,Low
17.19,76.98,,145,High,Barley,No Data
12.5,82.38,26,125,Medium,Wheat,Low
16.09,76.55,39,57,High,Groundnut,Average
15.36,84.33,36,42,High,Groundnut,No Data
12.36,77.34,30,101,Medium,Groundnut,High
19.45,80.81,35,2,High,Peas,Low
12.36,76.69,39,112,Medium,Maize,Low
19.14,82.07,35,99,Medium,Peas,Low
13.12,78.24,,,Medium,Groundnut,No Data
17.43,81.74,33,85,Low,Cotton,No Data
14.86,78.06,25,123,High,Peas,Low
17.98,84.77,33,26,Medium,Barley,No Data
12.21,81.23,36,79,High,Cotton,High
12.08,78.83,,110,High,Rice,Low
12.63,77.14,30,64,Low,Groundnut,Average
16.65,82.42,,136,High,None,Average
10.87,84.56,39,93,Low,Cotton,Low
15.27,84.27,33,21,Low,Cotton,No Data
12.26,78.15,31,27,High,Cotton,Low
12.88,83.17,40,58,Low,,Average
18.11,75.82,,,High,Wheat,No Data
11.45,76.16,35,10,Medium,,High
16.27,77.67,30,82,Low,Maize,Low
13.79,75.76,31,125,Medium,None,Low
19.54,81.34,34,115,Medium,,High
15.83,75.36,34,98,Medium,Wheat,No Data
11.77,80.7,39,83,Low,Cotton,Average
11.89,77.49,36,,High,Rice,High
14.69,81.01,40,143,Medium,Barley,High
18.29,78.26,38,,High,Peas,No Data
12.46,76.87,27,,High,Cotton,Average
10.47,75.23,35,65,Medium,Peas,No Data
12.34,84.53,31,43,High,Rice,Low
11.54,75.3,40,20,High,Wheat,High
10.86,79.29,34,,High,Maize,No Data
18.47,84.78,38,,Medium,Maize,No Data
15.6,81.44,25,72,Low,,No Data
14.98,77.17,26,140,Medium,,Average
19.06,76.77,35,19,High,Cotton,Average
15.31,77.43,31,10,Medium,Peas,High
13.66,76.02,34,43,Low,Maize,Average
11.1,84.89,27,41,High,Maize,Low
17.88,79.45,36,26,Low,Cotton,No Data
14.75,76.33,32,24,Medium,,Low
13.2,77.32,27,33,High,None,Average
16.79,82.84,29,,Medium,Rice,Low
17.5,80.84,39,24,Medium,Cotton,Low
12.99,77.24,38,29,Medium,Rice,High
19.15,80.85,,15,Medium,Wheat,Average
17.17,82.36,32,,Low,Barley,Average
14.86,77.63,36,14,Medium,,High
12.8,80.04,28,66,High,Cotton,Low
16.95,79.81,34,76,Medium,Barley,No Data
14.58,78.96,35,56,Low,Cotton,No Data
11.22,75.82,29,24,High,Peas,Low
11.96,77.06,40,37,Medium,Maize,Average
10.36,81.93,36,69,Low,Rice,Average
15.11,77.38,26,10,Medium,Maize,Average
14.13,84.89,27,10,High,Cotton,Average
17.36,77.09,25,3,Medium,Cotton,Low
15.88,83.48,29,143,Medium,Cotton,Low
10.66,78.46,31,118,High,,High
11.71,78.42,35,15,Low,Maize,High
18.5,82.75,36,115,Low,,No Data
18.93,75.12,31,95,High,Wheat,Low
16.41,78.67,39,,Medium,Groundnut,Average
14.3,76.54,,11,Medium,Peas,No Data
19.13,75.92,29,134,Low,Peas,No Data
12.46,76.91,27,55,Low,Peas,Low
18.57,75.86,35,6,High,Groundnut,No Data
16.86,82.36,28,,Medium,None,No Data
13.08,80.99,32,38,High,Groundnut,High
12.75,84.51,28,43,Medium,,No Data
18.01,79.29,29,110,Medium,Wheat,High
13.7,76.15,35,,High,Peas,Average
14.59,77.14,,96,High,Barley,High
18.82,76.73,38,64,High,Wheat,Average
17.27,78.64,38,139,Low,Wheat,High
16.15,78.71,,66,High,,Average
17.59,83.06,35,34,Low,None,Average
16.06,82.13,28,32,Medium,Barley,No Data
17.54,82.16,26,12,High,Maize,Low
16.76,83.61,37,73,High,,Average
10.65,80.71,34,80,High,Rice,No Data
17.65,83.53,33,60,Medium,,No Data
11.47,79.79,,100,Low,Maize,Low
13.94,76.95,27,144,High,Maize,Average
14.32,78.39,34,48,Low,,Average
13.16,81.48,27,56,High,Maize,High
10.98,82.54,40,83,Medium,None,No Data
16.71,84.43,35,81,Medium,Rice,No Data
12.15,78.66,34,102,High,Rice,Average
17.09,76.89,27,98,High,Maize,Low
11.12,77.18,28,95,Low,Barley,High
16.81,80.91,28,110,High,Peas,No Data
16.39,84.09,37,36,Medium,Wheat,Low
19.74,80.75,32,63,Low,Barley,No Data
12.95,82.03,36,62,Low,Cotton,Low
18.38,84.53,36,117,Low,,No Data
17.93,75.83,34,137,High,Barley,Low
15.69,78.52,40,86,High,Rice,Average
18.75,77.39,34,,Low,,No Data
16.48,83.48,,,Medium,Groundnut,No Data
14.45,76.73,39,,Low,Rice,High
18.8,76.61,40,148,Medium,Peas,Low
16.53,82.51,37,45,High,Cotton,Low
18.5,76,26,1,Medium,None,Average
17.54,83.76,25,25,High,Cotton,High
11.6,77.19,,124,High,Maize,High
15.03,81.56,32,17,High,None,Low
16.02,81.12,40,24,High,,No Data
14.92,83.14,31,,Medium,,High
15.51,80.98,35,105,Medium,Peas,Average
10.92,83.37,26,114,High,,High
14.86,77.75,,137,Medium,Cotton,High
17.22,75.38,40,93,Medium,,No Data
12.95,79.8,38,134,High,Cotton,Average
13.33,84.56,25,68,Low,Groundnut,Low
13.92,82.55,25,61,Low,Barley,High
18.7,80.14,27,16,Medium,Wheat,Low
13.74,76.85,29,144,Low,Barley,No Data
12.48,78.08,,62,Low,,High
19.4,78.59,31,13,Medium,None,No Data
16.69,76.34,,,High,Wheat,Low
19.71,84.5,26,138,High,Wheat,Low
16.36,83.47,37,108,High,Rice,No Data
14.89,79.83,26,90,Medium,Maize,No Data
14.31,77.55,29,96,Low,Groundnut,Average
18.03,81.11,29,108,High,Rice,No Data
19.49,82.81,,24,High,Cotton,High
12.67,84.86,38,65,High,Maize,No Data
10.57,80.41,34,65,Low,Rice,High
17.44,79.48,,134,Low,Groundnut,Average
16.6,79.5,27,,Low,Groundnut,High
11.15,83.25,29,48,High,Peas,High
13.78,83.66,32,141,Low,Barley,Low
18.34,79.05,33,,High,None,High
18.95,76.6,32,98,High,Cotton,Average
12.15,82.31,28,53,High,Peas,Average
12.92,82.53,,86,Medium,None,No Data
12.6,77.82,,81,High,None,High
19.48,82.97,39,48,Low,Cotton,Average
15.1,81.73,30,128,Medium,Wheat,Low
11.48,83.34,29,126,Low,Maize,No Data
16.96,80.95,35,,Medium,Groundnut,High
18.17,79.68,36,64,High,Peas,Low
15.3,80,29,,Low,Barley,Low
10.37,75.64,,,Low,Wheat,No Data
12.81,84.24,,,High,,No Data
19.82,81.08,31,,High,Peas,No Data
11.39,77.07,27,34,Medium,None,Low
15.63,78.71,29,49,High,Maize,High
12.81,84.6,,102,Medium,Rice,Average
11.85,75,35,102,Low,Groundnut,Low
13.29,79.62,28,,Medium,Peas,Average
18.73,83.11,32,,Medium,Peas,High
14.02,81.33,31,,Low,Barley,High
18.61,79.57,37,33,Medium,Rice,Low
18.76,81.2,,34,Low,,Low
11.85,83.93,35,76,Medium,Cotton,No Data
13.1,78.32,28,117,High,Groundnut,Average
16.29,75.42,29,140,Medium,Maize,High
10.3,80.7,25,28,Medium,Peas,Low
13.85,75.4,,97,Medium,Rice,High
11.42,76.42,35,,Medium,Groundnut,Average
11.12,79.17,28,44,High,Rice,High
18.7,81.6,26,4,Low,Cotton,Average
13.79,82.42,38,,Medium,Cotton,High
16.7,81.71,26,,High,Barley,Average
14.82,75.08,,,High,Wheat,No Data
15.22,77.05,38,21,Medium,Maize,High
18.14,77.57,28,,High,Maize,No Data
10.09,78.62,37,12,High,Groundnut,Low
18.68,79.1,,,High,Maize,Low
13.13,83.85,37,131,High,Wheat,Low
12.67,80.08,33,90,Medium,Wheat,Low
18.87,79.27,,6,Low,Groundnut,Low
19.9,77.75,35,38,High,Peas,Low
10.35,76.73,,95,Low,None,High
13.27,75.09,37,48,High,Groundnut,High
13.65,78.09,37,25,Medium,Cotton,Low
14.63,81,,3,Low,Groundnut,Low
19.08,83.74,37,12,Medium,Barley,No Data
18.64,83.8,32,44,Medium,Groundnut,Low
11.31,79,38,,High,,No Data
12.5,84.86,31,97,Low,Barley,Low
15.75,83.05,36,107,Low,,Average
16.42,84.94,32,26,High,,No Data
19.63,81.62,35,,High,Rice,Low
19.22,82.35,39,149,High,Groundnut,Low
11.9,77.62,,142,High,Peas,Average
19.28,77.68,36,138,Low,Groundnut,Average
19.99,77.16,26,117,High,Cotton,Low
11.41,79.17,,91,High,Groundnut,Low
14.77,77.41,26,,High,Cotton,Low
17.75,76.47,,82,Low,,Low
12.07,80.89,33,138,Medium,None,No Data
16.84,82.08,38,38,High,Barley,Average
14.68,79.13,38,78,Medium,,High
17.06,79.31,28,144,Medium,Groundnut,Low
10.59,77.14,34,,Low,None,No Data
17.48,83.78,28,,Medium,Maize,High
12.93,75,34,148,Medium,Peas,No Data
16.07,77.42,32,108,Medium,Groundnut,Low
11,78.62,,17,Medium,Maize,Average
13.44,79.45,31,,High,Peas,Low
10.11,83.18,27,31,High,,No Data
17.14,84.04,27,,Medium,Wheat,No Data
12.54,83.01,31,24,Low,,Average
14.36,83.33,33,126,High,Wheat,Average
17.95,84.95,27,,Medium,Groundnut,Low
17.15,78.8,37,0,Low,Barley,High
13.05,77.49,,137,High,,High
15.68,84.37,38,62,High,,No Data
16.84,84.42,33,124,Low,Cotton,Average
17.64,77.84,34,3,Medium,Barley,High
19.75,76.83,32,34,Low,None,No Data
15.36,75.14,34,51,Medium,,Low
11.02,82.61,40,137,High,Cotton,Average
12.03,78.34,37,96,Medium,,Average
12.06,76.55,40,26,Medium,Groundnut,Average
18.3,84.88,36,142,Low,Cotton,Low
15.34,78.76,29,25,Low,Barley,No Data
17.79,79.96,,,High,None,Average
15.36,79.89,,,Medium,Rice,High
12.69,80.94,33,117,Low,,No Data
11.91,82.33,,,High,None,Low
17.68,83.61,35,69,Medium,None,Average
15.42,75.71,27,,Low,Wheat,No Data
11.98,83.69,34,121,High,None,No Data
17.31,77.98,30,87,Low,None,Low
16.1,75.44,31,31,High,None,No Data
12.94,78.26,,15,High,Groundnut,High
14.03,80.46,34,57,High,Wheat,Average
16.33,81.88,25,14,High,Cotton,Low
16.81,82.16,32,,High,None,Average
19.77,75.16,33,10,Low,Rice,Average
18.76,80.07,,29,High,Rice,No Data
14.16,77.28,,,Medium,Groundnut,No Data
14.1,83.71,,98,High,None,Low
16.27,78.59,,,Low,Barley,Average
19.75,77.74,32,97,Medium,Cotton,High
16.22,82.08,35,141,Medium,Maize,Average
13.4,81.07,,,High,Barley,High
19.39,84.9,38,95,High,None,Low
18.78,83.05,,1,Low,Barley,High
18.27,82.5,39,133,Low,,Average
16.56,81.38,39,,Medium,Rice,No Data
15.29,80.57,,,High,Peas,Average
12.02,75.07,29,81,Low,None,No Data
13.1,76.41,,101,Medium,,No Data
16.86,83.24,39,49,Medium,,Average
13.61,81.96,31,111,Medium,,Low
10.37,80.83,32,142,Low,Rice,No Data
12.58,82.47,40,,Low,Rice,High
15.12,81.2,35,33,Medium,None,No Data
10.69,75.13,33,37,Low,None,Low
19.55,83.74,29,138,High,Wheat,No Data
11.99,84.88,32,135,Low,Rice,No Data
14.19,76.11,32,65,High,Barley,Low
15.44,79.15,31,,Medium,Barley,Average
10.81,82.76,28,31,High,Maize,Low
11.8,80.13,38,,Low,Rice,High
12.93,83.35,35,34,Low,Barley,No Data
16.27,76.48,40,5,High,Groundnut,Low
11.48,75.12,38,46,Medium,Rice,No Data
18.51,81.43,32,89,High,Groundnut,Low
11.64,75.39,32,86,High,Wheat,No Data
13.83,78.99,,,Low,None,Low
15.57,82.64,39,140,High,,High
12.54,82.73,27,,Low,None,Average
12.08,79.06,32,123,Medium,Groundnut,High
17.51,76.7,36,38,Low,Maize,Low
14.76,75.39,26,78,High,Cotton,Low
11.48,79.01,38,119,High,Peas,No Data
13.24,80.22,28,72,Low,Maize,No Data
14.52,76.3,28,77,Medium,Cotton,No Data
18.8,82.96,30,136,High,Rice,High
19.04,82.4,29,150,High,Wheat,No Data
19.98,83.96,,17,Medium,Groundnut,High
11.47,78.88,26,33,Low,Groundnut,No Data
12.19,83.46,,52,High,Peas,High
19.19,80.53,35,56,Medium,Groundnut,High
19.12,76.04,36,26,Low,Groundnut,No Data
17.69,84.36,34,54,Low,Cotton,High
16.73,83.49,,62,Low,None,Low
18.51,76.67,26,66,High,Wheat,No Data
10.73,75.71,28,24,Medium,Wheat,Average
13.56,82.25,27,3,High,None,No Data
10.08,79.57,39,46,Medium,,No Data
15.3,76.23,,130,Medium,Peas,No Data
18.11,77.78,34,74,Medium,Cotton,No Data
18.45,75.72,28,78,High,None,Average
11.49,75.04,40,32,High,Peas,Low
12.18,79.69,39,,Low,Cotton,High
16.43,77.67,27,143,Medium,Groundnut,Low
13.72,82.76,40,30,Medium,Rice,Low
14.29,77.68,37,131,Medium,Cotton,High
11.56,80.16,,,Low,Peas,Average
16.72,75.49,31,5,Low,,Average
15.67,83.91,,131,Low,Maize,Average
12,75.79,38,138,Medium,,Low
13.65,83.01,39,,Medium,Maize,High
10.18,84.09,,68,High,Wheat,High
16.63,81.06,25,88,Low,Wheat,High
14.14,81.37,40,120,High,Maize,High
17.44,82.62,30,42,Low,Wheat,Average
14.48,84.98,35,140,Medium,Wheat,Low
17.44,80.9,34,8,High,,No Data
14.3,80.31,29,5,Low,Rice,Average
12.57,76.86,35,32,Low,Wheat,Low
17.25,80.79,,132,High,Wheat,Average
14.9,82.42,33,,Medium,Maize,Low
19.54,79.64,33,,Medium,,No Data
15.84,75.44,33,78,High,,No Data
11.2,82.15,40,64,Low,Maize,Low
16.88,84.28,28,95,Medium,None,High
18.15,78.27,28,55,Low,Rice,No Data
15.42,81.53,40,102,Low,Barley,No Data
15.53,78.23,37,106,Medium,None,Average
10.11,76.22,31,146,Medium,Peas,No Data
15.37,83.78,38,90,Medium,Rice,No Data
16.23,82.21,40,61,Medium,Wheat,Low
14.37,75.85,35,58,Low,Peas,Low
19.61,82.8,,,Low,Wheat,Average
16.2,76.81,30,66,High,Cotton,Average
17.36,81.93,34,76,Medium,Rice,Low
17.14,84.7,35,,Low,None,No Data
12.06,80.99,35,111,High,Maize,Low
18.12,80.78,33,95,High,Barley,No Data
18.18,75.63,39,130,High,None,High
10.58,83.1,36,10,High,Wheat,Low
17.43,80.04,26,76,Low,Maize,Average
17.95,77.04,36,62,Medium,Maize,High
17.73,78.86,35,117,High,Cotton,High
13.05,78.12,25,145,High,None,Average
11.57,77.16,26,,Medium,Barley,High
12.92,79.25,,130,Medium,Maize,High
10.4,82.03,28,78,Medium,,No Data
17.66,84.27,,138,Low,Peas,Average
16.95,78.36,34,54,Low,Peas,High
15.32,83.31,37,108,Low,Cotton,No Data
12.7,80,28,49,Medium,Cotton,No Data
16.91,81.79,,141,High,Peas,Average
12.31,75.95,34,,Medium,,High
16.81,80.12,26,55,Low,Cotton,Low
13.93,81.63,,,High,Rice,No Data
14.64,77.34,30,63,Low,,Average
11.04,76.88,,8,Medium,None,Average
16.23,78.18,,,Medium,Peas,High
17.9,81.83,37,42,High,,Average
10.14,76.94,38,,Low,Groundnut,Low
11.15,81.84,35,82,Medium,Groundnut,No Data
19.91,79.11,30,,Low,,Average
13.19,79.64,36,,Low,Peas,Average
16.01,77.68,31,,High,,High
19.32,84.3,29,99,High,Cotton,Low
15.91,81.05,31,7,Medium,Barley,No Data
13.56,77.71,37,,Low,Rice,High
11.82,83.33,,,Medium,Peas,High
16.85,76.49,29,29,Medium,Peas,No Data
15.6,80.75,25,54,High,,Average
16.92,75.3,34,134,Medium,Groundnut,No Data
19.25,75.85,26,53,High,Groundnut,Average
10.84,81.43,,120,Medium,Groundnut,Low
18.4,78.99,37,,Medium,,Average
12.47,84.49,25,,Low,Maize,Low
12.94,75.71,37,28,Medium,Cotton,No Data
15.89,80.83,33,101,Low,,High
16.34,76.42,40,75,Low,None,Low
17.43,79.56,33,,Medium,Groundnut,High
19.15,80.67,32,11,Low,Barley,Low
16.7,83.93,31,131,Low,Peas,High
12.94,80.58,25,11,High,Barley,Average
14.54,76.18,37,102,Low,,Average
10.69,81.64,33,148,High,,No Data
10.54,83.05,25,134,High,None,High
19.73,84.9,26,99,Low,Groundnut,No Data
11.57,78.18,,,Medium,,High
18.62,77.98,36,,High,Wheat,Average
18.39,80.54,39,,Medium,Wheat,No Data
16.68,81.43,34,,High,Maize,Average
11.05,83.64,,59,Medium,Cotton,Low
18.85,83.49,,,Low,Groundnut,Average
18.08,76.85,26,93,Medium,Cotton,Average
18.62,75.01,30,56,Medium,Groundnut,Low
17.58,81.6,36,51,Medium,Peas,High
16.27,81.2,32,,Medium,Groundnut,Average
17.25,75.39,40,50,High,,High
12.19,82.72,29,119,Low,Maize,No Data
11.77,80.97,,137,Low,None,No Data
15.61,77.98,31,110,Medium,Groundnut,High
13.1,77.78,,17,Low,Maize,Low
11.83,78.67,31,72,Low,Wheat,Low
19.26,76.93,,126,Low,None,High
10.98,75.47,28,133,Medium,Wheat,High
12.69,79.25,33,105,High,Groundnut,Low
15.63,77.92,31,133,High,Rice,High
15.01,76.16,30,0,Medium,Groundnut,High
11.6,75.01,,108,Medium,Groundnut,Low
10.04,75.02,31,139,Low,Barley,Low
12.33,80.12,,84,Medium,,High
12.01,76.96,25,97,High,None,High
17.04,78.67,37,6,High,Barley,Average
13.61,79.61,31,149,Low,Maize,Average
19.59,80.67,,20,Low,Cotton,No Data
18.4,79.18,32,58,Medium,Peas,High
16.7,75.53,31,150,Low,,Low
15.08,75.67,32,124,Low,Peas,High
13.34,75.76,40,96,Low,Barley,No Data
17.56,82.15,39,18,Medium,Barley,Low
12.45,79.16,38,30,Low,Rice,No Data
12.34,75.4,40,47,Low,Wheat,No Data
18.62,75.23,,130,Low,Wheat,High
10.46,76.75,28,148,Low,None,Low
18.66,76.19,,7,Low,Wheat,Low
18.23,79.95,33,16,Low,Peas,Low
13.28,84.67,25,101,Low,Cotton,No Data
16.94,81.98,27,,High,Wheat,Low
17.77,82.53,,69,Low,Barley,Low
19.46,76.26,40,113,High,Rice,No Data
19.21,77.81,28,109,Low,Groundnut,Average
11.91,84.7,37,,High,Rice,Average
18.36,75.97,,,High,,No Data
18.14,76.03,36,137,Low,None,Low
14.2,84.78,32,140,Medium,,High
15.01,78.01,25,30,Low,,No Data
12.16,78.97,27,65,High,Cotton,Low
19.33,75.63,27,69,Low,Cotton,Average
13.42,76.01,39,7,Low,Peas,Low
16.68,76.69,27,,Low,Rice,No Data
10.2,82.57,32,26,Low,None,No Data
18.42,82.18,36,23,Low,Cotton,No Data
16.11,80.57,39,146,Medium,Groundnut,No Data
14.77,75.76,29,85,Medium,Peas,No Data
17.34,84.12,26,40,Medium,,Low
13.04,75.27,28,,Low,Maize,Low
17.83,82.5,25,,Low,Rice,High
17.5,83.97,34,,High,None,High
11.67,76.64,30,32,High,,Low
11.35,75.6,30,69,High,Cotton,No Data
10.43,83.3,40,100,Low,None,High
12.15,77.69,28,75,Medium,Peas,Average
13.23,82,37,53,High,,Low
18.35,78.72,32,15,Medium,Wheat,Low
17.07,84.16,37,,Low,Barley,Low
19.05,82.9,38,,Medium,Wheat,Low
12.84,82.51,27,16,Low,,Low
16.09,79.28,40,117,High,Groundnut,Low
14.54,83.47,33,125,Low,Groundnut,Average
18.49,75.78,30,,Low,Wheat,High
14.99,78.58,,50,High,Rice,No Data
16.44,75,,142,Medium,,High
12.35,81.8,,57,High,Wheat,No Data
11.96,82.23,37,57,Low,Maize,High
17.04,84.75,27,,High,Groundnut,Low
18.78,78.25,35,,Medium,Barley,Low
13.85,78.11,34,70,Low,Peas,No Data
14.78,75.1,26,,Medium,Groundnut,High
11.99,76.1,,83,Low,,Average
16.56,77.59,28,,Low,,High
16.73,81.41,27,99,Low,Cotton,No Data
10.84,75.88,30,8,Medium,,Low
14.81,78.55,30,4,Low,Barley,Low
15.1,83.91,25,67,Low,Cotton,Low
15.22,77.79,36,,Low,,Average
11.61,83.91,29,7,High,,No Data
11.03,75.55,,98,Low,Peas,Average
17.63,84.67,34,63,High,Cotton,Low
19.38,79.58,31,55,Medium,Peas,No Data
16.08,83.08,31,150,Low,Rice,No Data
11.05,84.86,36,150,High,,Average
12.19,83.85,26,,Medium,,Average
18.84,80.34,25,22,Medium,Maize,High
13.49,82.21,29,125,Medium,,High
17.81,78.78,36,111,Medium,,No Data
16.79,82.16,27,58,High,Rice,Average
10.97,80.94,25,84,Low,Cotton,No Data
18.25,82.41,39,59,Medium,Cotton,Low
18.86,77.47,32,77,High,,No Data
17.35,78.56,39,45,High,Rice,Low
13.6,75.17,30,39,Low,Barley,Low
11.03,81.04,27,124,Low,Cotton,Average
18.69,79.63,35,,High,Cotton,Low
19.73,81.74,37,55,High,Peas,High
11.66,77.43,28,93,Medium,Groundnut,Low
13.41,77.75,37,126,Medium,,Average
17.41,81,33,95,Low,None,No Data
11.96,79.76,33,143,Medium,Rice,High
10.16,75.57,40,71,High,,Average
12.63,78.45,40,104,Medium,Maize,Low
16.19,79.38,29,21,Medium,Rice,Low
13.64,76.44,,90,High,,Average
11.28,81.09,36,76,Low,Cotton,No Data
17.45,79.61,28,110,Low,,Average
13.72,84.52,29,,Medium,,Average
14.54,82.45,,,Medium,Rice,Low
12.57,84.66,32,72,High,Maize,High
12.47,84.78,30,50,Low,,No Data
19.68,75.18,38,1,High,Barley,Average
18.38,80.26,,38,Low,Maize,Average
14.64,80.8,28,38,Low,None,High
15.59,75.14,27,55,Low,,No Data
19.97,78.69,33,94,High,Cotton,High
15.93,80.62,25,55,High,Maize,High
15.7,82.55,29,117,Medium,,Low
11.87,82.08,25,,Medium,Barley,High
13.95,84.29,29,70,Medium,Rice,No Data
16.62,79.03,31,,High,Rice,High
17.43,76.95,31,105,Low,Groundnut,High
11.68,77.87,,83,Medium,Cotton,No Data
16.44,77.26,,146,Low,Groundnut,High
15.52,83.26,27,,High,Groundnut,Average
16.38,82.37,34,,Low,Rice,Low
13.35,82.05,36,68,High,,No Data
15.14,75.57,38,87,Low,None,Low
13.42,77.95,38,1,Low,None,No Data
13.55,78.9,39,110,High,Groundnut,Average
12.07,82.14,27,148,Low,Wheat,Average
17.96,82.97,34,142,High,,Average
14.76,77.25,,29,Low,Barley,No Data
18.89,80.05,39,,High,Maize,High
16.24,81.16,27,61,High,None,Average
15.55,82.9,25,29,Low,Rice,Low
11.29,76.91,28,,High,,Average
12.62,78.34,29,65,Medium,,Average
11.43,79.33,37,50,Low,Maize,No Data
18.09,79.32,31,71,Low,Peas,Average
11.43,79.89,28,126,Medium,,Low
11.44,83.77,,,High,Groundnut,Average
16.07,80.65,32,,Medium,Maize,High
16.08,82.62,32,87,Low,,High
15.77,78.04,29,,High,Rice,Average
10.98,80.02,35,,High,Wheat,High
19.16,76.1,,26,Low,Cotton,No Data
13.85,83.29,34,114,High,Maize,Average
19.49,75.72,34,77,Medium,Groundnut,Low
16.8,79.3,27,59,Low,Barley,High
19.2,81.33,32,,Medium,,Average
19.3,79.79,34,68,Low,Wheat,Low
18.82,76.74,26,42,Medium,Peas,High
16.62,75.93,,28,Low,None,Low
10.04,76.48,34,122,High,Peas,High
15.67,78.71,37,129,High,,High
10.28,76.69,37,66,Low,,Average
10.34,83.16,,26,Medium,Maize,Low
10.24,78.93,39,146,Medium,None,High
11.3,80.18,27,,High,Groundnut,High
17.31,78.4,29,53,Medium,,High
19.88,80.11,38,50,Low,,Low
14.31,83.54,29,57,High,,No Data
12.63,84.71,33,84,Medium,None,No Data
16.99,78.87,25,61,Medium,,Average
15.52,79.21,32,,Low,Wheat,Average
15.3,78.4,29,,Medium,Peas,Average
12.26,84.81,28,118,High,Rice,No Data
11.8,81.24,,137,High,Peas,No Data
14.05,84.44,,97,High,Rice,Average
17.31,82.78,,,Medium,Rice,No Data
19.16,82.43,,137,Low,Wheat,No Data
11.64,79.95,33,,Low,,High
17.99,82.01,36,21,Medium,Rice,No Data
10.36,77.21,,143,High,Cotton,Low
11.94,78.19,25,,Medium,Wheat,Average
18.69,79.55,35,32,Low,Barley,No Data
18.73,75.71,32,,High,Barley,High
19.8,78.03,30,99,High,,No Data
14.03,83.41,40,21,Medium,,High
13.16,81.97,25,27,High,Wheat,High
17.97,75.8,37,21,High,Maize,Low
14.98,78.4,30,73,High,Cotton,Average
17.53,80.78,37,65,High,Cotton,Low
17.04,79.36,30,96,High,Barley,No Data
17.05,81.95,28,,Low,Maize,Low
15.36,77.23,34,68,Low,Groundnut,Low
18.54,83.23,38,78,Medium,Cotton,High
15.28,79.24,40,19,Medium,,Average
14.43,84.23,34,44,Low,,High
